,Unnamed: 0,summary,document,label
425,425,china denies knowledge of north korean leader 's health,china said thursday it had received no information from secretive north korea on the health of its leader kim jong-il following reports he had suffered a stroke .,0
426,426,germany set for another banking mega-deal,"in what would be the third mega-deal for germany 's normally calm banking sector in two months , deutsche bank has confirmed it is in `` advanced discussions '' on buying a stake in postbank .",0
427,427,samak poised to return as thai pm two days after dismissal,"samak sundaravej was poised thursday to return as thailand 's prime minister just two days after a court removed him from the post , angering protesters who vowed to keep up their campaign against him .",0
428,428,norway sees sharp fall in oil production in august,"oil production in norway , the world 's fifth biggest exporter of black gold , fell sharply in august to some #.## million barrels per day , norway 's petroleum directorate said on thursday .",0
429,429,cyprus rivals begin key phase of peace talks,"rival cypriot leaders began negotiations thursday on the thorny issues that have kept the mediterranean island divided for ## years , in what is seen as the best chance of peace for years despite their entrenched differences .",1
430,430,hong kong shares close down #.# percent,"hong kong share prices closed down #.# percent on thursday as investors dumped shares in chinese firms amid deepening fears of a global economic slowdown , dealers said .",0
431,431,hungarian official inflation eases in august,"inflation in hungary stood at #.# percent on a ##-month basis in august , slightly slower than the #.# percent recorded in july , as food price inflation eased , official data showed thursday .",0
432,432,killing of lebanon politician a blow to reconciliation,the killing of a lebanese politician in the first such attack against a pro- syrian figure jeopardises national reconciliation efforts already undermined by deep rifts between rival factions .,0
433,433,mbeki calls off swaziland trip to stay at zimbabwe talks,south africa 's president thabo mbeki has called off a planned visit to swaziland on thursday so that he can stay in harare to encourage power sharing talks .,0
434,434,hong kong gold closes lower,"hong kong gold prices closed lower on thursday at ###.##-### .## us dollars an ounce , down from wednesday 's close of ###.##-### .## dollars .",0
435,435,australian stocks close down #.# percent,"australian share prices fell nearly #.# percent to a five-week low on thursday as financial stocks were hit by jitters over lehman brothers ' ability to secure capital , dealers said .",1
436,436,eu finance ministers gather for fight against recession,"averting a recession in europe is the burning issue for eu finance ministers as they meet on the french riviera on friday and saturday , but officials predicted no sweeping stimulus plans .",0
437,437,cyprus rivals begin key phase of peace talks,"rival cypriot leaders began negotiations thursday on the thorny issues that have kept the mediterranean island divided for ## years , in what is seen as the best chance of peace for years despite their entrenched differences .",1
438,438,chinese shares slump #.## percent,"chinese shares slumped to close down #.## percent on thursday amid deepening fears of an economic slowdown and a lack of market-boosting policies from beijing , dealers said .",0
